ID,Name,Arabic Name,Alternative Name,Arabic Alternative Name,Library of Congress Name,Arabic Library of Congress Name,Also Known As,Arabic Also Known As,Documentation,Arabic Documentation,All Nisba IDs,Date of Death,Arabic Date of Death,Date of Birth,Arabic Date of Birth,Group ID,Reference Number,Hidden
4929,ʿAlī b. aṭ-Ṭālib Aʿmar al-Bārtaylī [al-Ḅārittaylī],علي بن الطالب أعمر البارتلي,,,,,,,Arabic Literature of Africa vol. V  p. 346,الأدب العربي في أفريقيا المجلد الخامس ص 346,[580],1194/1780,1194/1780,,,11,,
4930,aṭ-Ṭālib Aʿlī b. Muḥammadnā ʾllāh [Muḥunḍ N-aḍḍa] b. aṭ-Ṭālib Jibrīl al-Bārtaylī [al-Ḅārittaylī],الطالب اعلي بن محمدن ا لله بن الطالب جبريل البارتلي,,,,,,,Arabic Literature of Africa vol. V  p. 353,الأدب العربي في أفريقيا المجلد الخامس ص 353,[580],17 Dhu al-Qaʿda 1094/17 November 1683, 17th of Nov.1683 توفي في السدس الأخير من ليلة سبع وعشرين من ذي القعدة 1094هـ/ الموافق: 17 نوفمبر 1683م,,,11,,
4931,Muḥammad ʿAbd Allāh b. aṭ-Ṭālib Aḥmad al-Bārtaylī [al-Ḅārittaylī],محمد عبد الله بن الطالب أحمد البارتلي,,,,,,,Arabic Literature of Africa vol. V  p. 349,الأدب العربي في أفريقيا المجلد الخامس ص 349,[580],1263/1846-7,1263/1846-7,,,11,,
4932,Aḥmad b. Muḥammad b. ʿAbd Allāh b. Abī Bakr aṣ-Ṣiddīq al-Bārtaylī [al-Ḅārittaylī],أحمد بن محمد بن عبد الله بن أبي بكر الصديق البارتلي,,,,,,,"Arabic Literature of Africa vol. V  p. 344; this appears to be the same author as # 1140, Aḥmad aj-Jiyyid al-Ṭālib Muḥammad b. Abī Bakr al-Ṣiddīq al-Bārtaylī [al-Ḅārittaylī]↵",الأدب العربي في أفريقيا المجلد الخامس ص 344,[580],1218/1803-4,1218/1803-4,,,11,,
4933,Jiddū b. aṭ-Ṭālib aṣ-Ṣaghīr al-Bārtaylī [al-Ḅārittaylī],جدو بن الطالب الصغير البارتلي,Aḥmad al-Jayyd b. al-Ṭālib Muḥammad b. Abī Bakr al-Ṣiddīq al-Bartilī al-Walātī (AMMS),,,,,,Arabic Literature of Africa vol. V  p. 349,الأدب العربي في أفريقيا المجلد الخامس ص 349,[580],1236/1820,كان حيا سنة 1236هـ/1820-1م,,,11,,
4934,Bashīr b. al-Ḥāj Abī Bakr b. aṭ-Ṭālib Muḥammad b. aṭ-Ṭālib Aʿmar al-Bārtaylī [al-Ḅārittaylī],بشير بن الحاج أبي بكر بن الطالب محمد بن الطالب أعمر البارتلي,,,,,,,Arabic Literature of Africa vol. V  p. 347,الأدب العربي في أفريقيا المجلد الخامس ص 347,[172][580],1218/ 1803-4,1218/ 1803-4,,,11,,
4936,Muḥammad al-Mukhtār b. al-Maʿrūf al-Barkannī,محمد المختار بن معروف البركني,,,,,,,Arabic Literature of Africa vol. V  p. 338,الأدب العربي في أفريقيا المجلد الخامس ص 338,[71],1988,1988,,,11,,
4937,Muḥammad al-Amīn b. ash-Shaykh al-Maʿlūm b. ʿAbd Allāh al-Kawrī al-Busātī,محمد الأمين بن الشيخ المعلوم بن عبد الله الكوري البساتي,,,,,,,Arabic Literature of Africa vol. V  p. 361,الأدب العربي في أفريقيا المجلد الخامس ص 361,[161],1339/1920-1,1339/1920-1,,,11,,
4938,ash-Shaykh al-Ḥasan b. ash-Shaykh al-Maʿlūm al-Busātī,الشيخ الحسن بن الشيخ المعلوم البساتي,,,,,,,Arabic Literature of Africa vol. V  p. 372,الأدب العربي في أفريقيا المجلد الخامس ص 372,[161],1384/1964,1384/1964,,,11,,
4939,Sīdātī b. al-Maʿlūm al-Busātī,سيداتي بن المعلوم البساتي,Sīdātī b. ash-Shaykh al-Maʿlūm al-Buṣādī (Muʿjam at-Trārza),سيداتي بن الشيخ المعلوم البصادي (معجم الترارزة),,,,,Arabic Literature of Africa vol. V  p. 373,الأدب العربي في أفريقيا المجلد الخامس ص 373,[161],1388/1969,1388/1969,,,11,,
4940,Sīd Aḥmad al-Bakkāy b. ash-Shaykh al-Maʿlūm al-Busātī,سيدي أحمد البكاي بن الشيخ المعلوم البساتي,,,,,,,Arabic Literature of Africa vol. V  p. 372,الأدب العربي في أفريقيا المجلد الخامس ص 372,[161],1984,1984,,,11,,
4941,al-Quṭb b. ash-Shaykh al-Maʿlūm al-Busātī,القطب بن الشيخ المعلوم البساتي,,,,,,,Arabic Literature of Africa vol. V  p. 371,الأدب العربي في أفريقيا المجلد الخامس ص 371,[161],"30 Dhu al-Hijja, 1394/ 13 January 1975",فجر الاثنين 30 ذي الحجة آخر يوم من سنة 1394هـ/ 13 يناير 1975,,,11,,
4942,Muḥammad al-Amīn b. aṣ-Ṣabbār al-Busātī,محمد الأمين بن الصبار البساتي,Muḥammad al-Amīn b. Muḥammad Aḥmad b. Sīdī Aḥmad b. aṣ-Ṣabbār al-Busātī (Ould al-Bara),محمد الأمين بن محمد أحمد بن سيدي أحمد الصبار بن البساتي (اؤن البراء),,,,,Arabic Literature of Africa vol. V  p. 360,الأدب العربي في أفريقيا المجلد الخامس ص 360,[161],1360/ 1940,1360/ 1940,,,11,,
4943,Muḥammad al-Amīn b. Bāba al-Busātī,محمد الأمين بن بابه البساتي,,,,,,,Arabic Literature of Africa vol. V  p. 361,الأدب العربي في أفريقيا المجلد الخامس ص 361,[161],,,,,11,,
4944,Muḥammad al-Amīn b. Muhammad al-Aghẓaf b. ash-Shaykh al-Maʿlūm al-Busātī,محمد الأمين بن محمد الأغظف بن الشيخ المعلوم البساتي,,,,,,,Arabic Literature of Africa vol. V  p. 362,الأدب العربي في أفريقيا المجلد الخامس ص 362,[161],1385/1965-6,1385/1965-6,,,11,,
4945,Muḥammad al-Fāḍil [Ṿāḍil] b. ash-Shaykh al-Maʿlūm al-Busātī,محمد فاضل بن الشيخ المعلوم البساتي,,,,,,,Arabic Literature of Africa vol. V  p. 362,الأدب العربي في أفريقيا المجلد الخامس ص 362,[161],1364/1944,1364/1944,,,11,,
4946,Muḥammad Ibrāhīm b. Muḥammad ʿUmrān al-Busātī,محمد إبراهيم بن محمد عمران البساتي,,,,,,,Arabic Literature of Africa vol. V  p. 365,الأدب العربي في أفريقيا المجلد الخامس ص 365,[161],,,,النصف الثاني من عقد ستينات القرن الميلادي الماضي,11,,
4947,Muḥammad Fāl [Ṿāl] b. ʿAbd Allāh b. aṭ-Ṭālib Aʿmar al-Busātī,محمد فال بن عبد الله بن الطالب أعمر البساتي,,,,,,,Arabic Literature of Africa vol. V  p. 364,الأدب العربي في أفريقيا المجلد الخامس ص 364,[161],,,,,11,,
4948,Muḥammad Maḥmūd b. Taqī ʾllāh al-Busātī,محمد محمود بن تقي الله البساتي,,,,,,,Arabic Literature of Africa vol. V  p. 368,الأدب العربي في أفريقيا المجلد الخامس ص 368,[161],1406/1986,1406/1986,,,11,,
4949,Muḥammad Maḥmūd b. Muḥammad Yahẓīh al-Busātī,محمد محمود بن محمد يحظيه البساتي,,,,,,,Arabic Literature of Africa vol. V  p. 368,الأدب العربي في أفريقيا المجلد الخامس ص 368,[161],1404/1984,1404/1984,,,11,,
4950,Muḥanḍ Bāba b. Sīdī b. an-Nājī al-Busātī,محنض بابه بن سيديا بن الناجي البساتي,Muḥanḍ Bāba b. Sīdī b. Nāḥjī al-Buṣādī (Muʿjam at-Trārza),محنض بابه بن سيديا بن ناحجي البصادي (معجم الترارزة),,,,,Arabic Literature of Africa vol. V  p. 370,الأدب العربي في أفريقيا المجلد الخامس ص 370,[161],,,,,11,,
4951,al-Maʿlūm b. ʿAbd Allāh al-Kawrī al-Busātī,الشيخ المعلوم بن عبد الله الكوري البساتي,,,,,,,Arabic Literature of Africa vol. V  p. 357,الأدب العربي في أفريقيا المجلد الخامس ص 357,[161],11 Shawal 1351/8 February 1933,الأربعاء 11 شوال 1351هـ/ 8 فبراير 1933م,1257/1841-2,1257,11,,
4952,Muḥammad al-Amīn b. Aḥmadda b. ʿAbd al-Wadūd al-Busātī,محمد الأمين بن أحمده بن عبد الودود البساتي,Muḥammad al-Amīn b. ʿAbd al-Wadūd al-Busātī (MLG; Muʿjam at-Trārza),,,,,,Arabic Literature of Africa vol. V  p. 360,الأدب العربي في أفريقيا المجلد الخامس ص 360,[161],1989,1989,,,11,,
4953,Muḥammad al-Mujtabā b. Khaṭrī b. al-Mujtabā al-Busātī,محمد المجتبي بن خطري بن المجتبي البساتي,,,,,,,Arabic Literature of Africa vol. V  p. 364,الأدب العربي في أفريقيا المجلد الخامس ص 364,[161],1959,1959,,,11,,
4954,ʿAbd Allāh b. al-Māmī [al-Ṃāṃī] al-Aʿjī [A‘dyī] al-Busātī,عبد الله بن المامي الأعجي البساتي,,,,,,,Arabic Literature of Africa vol. V  p. 354,الأدب العربي في أفريقيا المجلد الخامس ص 354,[161],1995,1995,1914,1332/1914,11,,
4955,Jiddnā b. Ḥabib Allāh b. Abī Bakr al-Būḥubbaynī at-Tandaghī,جدنا بن حبيب الله بن أبي بكر البوحبيني التندغي,,جدنا بن محمد بن عبد الله بن محمذن بن بوحبيني التندغي (معجم الترارزة),,,Ābbah,آبَّه,Arabic Literature of Africa vol. V  p. 1338,الأدب العربي في أفريقيا المجلد الخامس ص 1338,[1404][84],,,,,11,,
4956,Aḥmad al-Maqarrī b. ʿAbd Allāh b. Muḥummadhun al-Būḥubbaynī at-Tandaghī,أحمد المقري بن عبد الله بن مُحمذَنْ البُوحُبيَّني التندغي,,,,,,,Arabic Literature of Africa vol. V  p. 1297,الأدب العربي في أفريقيا المجلد الخامس ص 1297,[1404][84],1255/1839,1255/ 1839,,,11,,
4957,Ṣillaḥī b. al-Maqarrī b. ʿAbd Allāh al-Būḥubbaynī at-Tandaghī,صلاحي بن المقري بن عبد الله البوحبيني التندغي,,,,,,,Arabic Literature of Africa vol. V  p. 1439,الأدب العربي في أفريقيا المجلد الخامس ص 1439,[1404][84],1335-6/1916,1335-6/1916,1218/1803,1218/1803,11,,
4958,Muḥammad b. al-Muṣṭafa b. Muḥanḍ Aḥmad al-Būḥubbaynī at-Tandaghī,محمد بن المصطفى بن محنض أحمد البوحبيني التندغي,Muḥammad b. al-Muṣṭafa b. Muḥammad b. Aḥmad b. al-Misk al-Būḥubbaynī al-Tandaghī (Muʿjam at-Trārza);  Muḥammad b. al-Muṣṭafa b. Muḥammad b. Aḥmad Ibn (Abī) al-Misk (MLG),محمد بن المصطفى بن محمد بن أحمد بن المسك البوحبيني التندغي (معجم الترارزة؛ محمد بن المصطفى بن محمد بن أحمد ابن (ابي) المسك (ربشتوك),,,Abī,ابي,Arabic Literature of Africa vol. V  p. 1356,الأدب العربي في أفريقيا المجلد الخامس ص 1356,[1404][84],1387/1967,1387/1967,,,11,,
4959,Ibrāhīm Fāl [Ṿāl] b. al-Muṣṭafā b. Ājjah al-Ghallāwī at-Tāshidbītī,إبراهيم فال بن المصطفى بن آجه  الغلاوي التاشدبيتي,Ibrāhīm Fāl b. Ājjah at-Tāshidbītī (MLG),,,,,,Arabic Literature of Africa vol. V  p. 599,الأدب العربي في أفريقيا المجلد الخامس ص 599,[103],1391/1971-2,1391/1971-2,,,11,,
4960,Ḥaymidda b. ʿAbd Allāh b. Ḥmiddān al-Ghallāwī at-Tāshidbītī,حيمده بن عبد الله بن احمدان الغلاوي التاشدبيتي,Ḥaimid b. Ḥamdān at-Tāshidbītī al-Ghallāwī (MLG),حميد بن حمدان الغلاوي (ربشتوك),,,,,Arabic Literature of Africa vol. V  p. 598,الأدب العربي في أفريقيا المجلد الخامس ص 598,[103],,,,,11,,
4961,Muḥammad b. Aḥmad b. al-Mukhtār b. Ājja (آجه) at-Tinwājīwī at-Tāshidbītī al-Ghallāwī,محمد بن أحمد بن المختار بن آجه التنواجيوي التاشدبيتي الغلاوي,Muḥammad b. Aḥmad b. al-Mukhtār b. Ājja at-Tāshidbītī al-Ghallāwī (Muʿjam at-Trārza); Muḥammad b. al-Muṣṭaf b. Ājjah at-Tāshidbītī al-Ghallāwī (Ibn Hamidun and Heymowski),محمد بن أحمد بن المختار بن آجه التاشدبيتي الغلاوي (معجم الترارزة)؛  محمد بن المصطف بن آجه التاشدبيتي الغلاوي (ابن حامد وهيموسكي),,,,,Arabic Literature of Africa vol. V  p. 1456,الأدب العربي في أفريقيا المجلد الخامس ص 1456,[103][229],,,,,11,,
4962,al-Mukhtār b. Muḥammad Āskar al-Ghallāwī at-Tāshidbītī,المختار بن محمد آسكر الغلاوي التاشدبيتي,,,,,,,Arabic Literature of Africa vol. V  p. 623,الأدب العربي في أفريقيا المجلد الخامس ص 623,[103],,,,,11,,
4963,ʿAbd al-Wadūd b. ʿAbd ar-Raḥmān al-Bābbī (البابي) at-Tinwājīwī,عبد الودود بن عبد الرحمن البابي التنواجيوي,ʿAbd al-Wadūd b. ʿAbd ar-Raḥmān at-Tāggāṭī (Muʿjam al-Brākna),عبد الودود بن عبد الرحمن التاگاطي (معجم البراكنة),,,ash-Shaykh ʿAbd al-Wadūd,الشيخ عبد الودود,Arabic Literature of Africa vol. V  p. 1447,الأدب العربي في أفريقيا المجلد الخامس ص 1447,[229],,1996,,,11,,
4964,Aḥmad b. Ashfagha [Atshfagha] at-Tāgnītī,أحمد بن أشفاغ التاكنيتي,ash-Shaykh Aḥmad b. Ashfagha [Atshfagha] at-Tāganīṭī (MLG),,,,,,Arabic Literature of Africa vol. V  p. 1274,الأدب العربي في أفريقيا المجلد الخامس ص 1274,[1456],1330/1911-2,1330/1911-2,,,11,,
4965,Sīdi Muḥammad b. Muḥammad b. Aḥmad at-Tāggāṭī,سيد محمد بن محمد بن أحمد التاگنيتي,ash-Shaykh Sīdi Muḥammad b. Muḥammad b. Aḥmad b. Muḥammad Aḥmad b. al-Mukhtār b. Ḥabīb b. Alfagh al-Ḥamd at-Tāggāṭī (Ould al-Bara),الشيخ سيد محمد بن محمد بن أحمد بن محمد أحمد بن المختار بن حبيب بن ألفع الحمد التاگنيتي(ابن البراء),,,,,Arabic Literature of Africa vol. V  p. 1272,الأدب العربي في أفريقيا المجلد الخامس ص 1272,[621],1408/1988,1408/1988,,,11,,
4966,Ḥabīb Allāh [Ḥabībaḷḷā] b. Aḥmad b. Muḥammad Ḥurma at-Tāgnītī,حبيب الله بن أحمد بن محمد حرمة تاكنيتي,ash-Shaykh Ḥabīb Allāh b. Aḥmad at-Tāgnītī (MLG); ash-Shaykh Ḥabīb Allāh b. Muḥammad Ḥurma at-Tāgnītī (Muʿjam at-Trārza),الشيخ حبيب الله بن أحمد التاكنيتي (ربشتوك)؛ الشيخ حبيب الله بن محمد حرمة تاكنيتي (معجم الترارزة),,,,الشيخ حبيب الله,Arabic Literature of Africa vol. V  p. 1274,الأدب العربي في أفريقيا المجلد الخامس ص 1274,[1456],1337/1918-9,1337/1918-9,1273/1856-7,1273/1856-7,11,,
4967,Aḥmad Bāba b. Busayf at-Tāggāṭī,أحمد بابه بن بوسيف التاگاطي,Aḥmad Bāba b. Yūsuf (Busayf) at-Tāggāṭī (MLG); Aḥmad Bābu (Ḥabāb) b. Sīdī Muḥammad b. Aḥmad Bābu b. ʿAbd al-Bāqī b. Muḥammad (Shwīn) b. Yūsīf at-Tāggāṭī (Ould al-Bara),أحمد بابا بن يوسف (يوسف) التاگاطي (ربشتوك)؛ أحمد باب (حباب) بن سيدي محمد بن أحمد باب بن عبد الباقي بن محمد (اشوين) بن عوسيف التاگاطي (ابن البراء),,,,,Arabic Literature of Africa vol. V  p. 1265,الأدب العربي في أفريقيا المجلد الخامس ص 1265,[621],,,,,11,,
4968,ʿAbd ar-Raḥmān b. Aʿmar Babāna at-Tāggāṭī,عبد الرحمن بن أعمر ببان التاگاطي,,,,,,,Arabic Literature of Africa vol. V  p. 1262,الأدب العربي في أفريقيا المجلد الخامس ص 1262,[621],1336/1916,1336/1916,,,11,,
4969,Muḥammad ʿAbd al-Qādir b.ʿAbd Allāh b. Aḥmad at-Tāggāṭī,محمد عبد القادر بن سيد محمد التاگاطي,,,,,,الصافي بن عبد الله بن أحمد بن  سيد محمد,Arabic Literature of Africa vol. V  p. 1268,الأدب العربي في أفريقيا المجلد الخامس ص 1268,[621],,,1358/1939,1358/1939,11,,
4970,Muḥammadī b. Sīdī ʿUthmān at-Tāggāṭī al-Dāwudī (waṭanan),محمدي بن سيدي عثمان التاگاطي نسبا الداودي وطنا,,,,,,,Arabic Literature of Africa vol. V  p. 1269,الأدب العربي في أفريقيا المجلد الخامس ص 1269,[621][947],1337/1918-9,يوم الاثنين الثامن عاشوراء 1337هـ الموافق 14 أكتوبر 1918م.,1284/1867,1284/1867,11,,
4971,Ismāʾil b. Sīdī Muḥammad b. ʿAbd al-Fattāḥ at-Turkuzī,إسماعيل بن سيدي محمد بن عبد الفتاح التركزي,,,,,,,Arabic Literature of Africa vol. V  p. 1519,الأدب العربي في أفريقيا المجلد الخامس ص 1519,[1462],1345/1926-7,1345/1926-7,,,11,,
4972,ash-Shaykh Sīdi b. Sīdīyya at-Turkuzī,الشيخ سيد بن سيدي التركزي,,,,,,,Arabic Literature of Africa vol. V  p. 1524,الأدب العربي في أفريقيا المجلد الخامس ص 1524,[1462],,,1912,1912,11,,
4973,Muḥammad al-Amīn b. Muḥammad Mūsa b. Sīdī at-Turkuzī,محمد الأمين بن محمد موسى بن سيدي التركزي,,,,,,,Arabic Literature of Africa vol. V  p. 1520,الأدب العربي في أفريقيا المجلد الخامس ص 1520,[1462],,,1946,1946,11,,
